"DT";"DEAL_ID";"BALMAIN";"BALPRMN";"PRODUCT";"CURCODENUM";"CURCODE";"DOCBEGINDATE";"ENDDATEWOPROLONG";"ENDDATEWITHPROLONG";"OVERDUETERMMAINDAY";"OVERDUETERMPERCDAY";"OVERDUEDATEMAIN";"OVERDUEDATEPERC";"DOCSUMCUR";"DOCSUMRUR";"MAINRESTCUR";"MAINRESTRUR";"PRMNRESTCUR";"PRMNRESTRUR";"DOCPROCRATE";"SUMNACHPERCBALCUR";"SUMNACHPERCBALRUR";"SUMPRPERCBALCUR";"SUMPRPERCBALRUR";"RISKGROUP254";"RESERVERATERPBU";"SUMRESERVEMAINRPBU";"SUMRESERVEPRMNRPBU";"SUMRESERVEPRMN";"SUMRESERVEPRPR"
31.03.2020;34559347;;"45815";"Пенсионеры";"810";"Рубли";04.02.2015;20.10.2016;20.10.2016;1514;1514;08.02.2016;08.02.2016;100000;100000;;;55968.43;55968.43;29.9;502.95;502.95;72061.24;72061.24;"5";100;;55968.43;502.95;72061.24
31.03.2020;34599251;;"45815";"Пенсионеры";"810";"Рубли";06.02.2015;20.02.2018;20.02.2018;1412;1412;20.05.2016;20.05.2016;100000;100000;;;70716.02;70716.02;29.9;635.47;635.47;83969.66;83969.66;"5";100;;70716.02;635.47;83969.66
31.03.2020;34892197;;"45815";"Пенсионеры";"810";"Рубли";26.02.2015;20.02.2018;20.02.2018;1045;1045;22.05.2017;22.05.2017;95000;95000;;;31984.4;31984.4;29.9;287.42;287.42;28459.24;28459.24;"5";100;;31984.4;287.42;28459.24
31.03.2020;35051739;;"45815";"Пенсионеры";"810";"Рубли";11.03.2015;20.03.2017;20.03.2017;1288;1288;21.09.2016;21.09.2016;30000;30000;;;10486.6;10486.6;29.9;94.24;94.24;11415.93;11415.93;"5";100;;10486.6;94.24;11415.93
31.03.2020;35136846;;"45815";"Пенсионеры";"810";"Рубли";17.03.2015;20.03.2018;20.03.2018;1227;1227;21.11.2016;21.11.2016;100000;100000;;;56618.14;56618.14;29.9;508.79;508.79;58769.21;58769.21;"5";100;;56618.14;508.79;58769.21
31.03.2020;35138830;;"45815";"Пенсионеры";"810";"Рубли";17.03.2015;20.03.2018;20.03.2018;1318;1318;22.08.2016;22.08.2016;81000;81000;;;52272.78;52272.78;29.9;469.74;469.74;58180.09;58180.09;"5";100;;52272.78;469.74;58180.09
31.03.2020;35153443;;"45815";"Пенсионеры";"810";"Рубли";18.03.2015;20.03.2017;20.03.2017;1198;1198;20.12.2016;20.12.2016;100000;100000;;;19690.65;19690.65;29.9;176.95;176.95;19974.83;19974.83;"5";100;;19690.65;176.95;19974.83
31.03.2020;35249166;;"45815";"Пенсионеры";"810";"Рубли";25.03.2015;20.12.2017;20.12.2017;1259;1259;20.10.2016;20.10.2016;100000;100000;;;53019.4;53019.4;29.9;476.45;476.45;56330.04;56330.04;"5";100;;53019.4;476.45;56330.04
31.03.2020;35455303;;"45815";"Пенсионеры";"810";"Рубли";07.04.2015;20.04.2018;20.04.2018;743;743;20.03.2018;20.03.2018;62000;62000;;;5054.01;5054.01;29.9;45.42;45.42;3248;3248;"5";100;;5054.01;45.42;3248
31.03.2020;35493356;;"45815";"Пенсионеры";"810";"Рубли";09.04.2015;20.12.2017;20.12.2017;863;863;20.11.2017;20.11.2017;78000;78000;;;6619.75;6619.75;29.9;59.49;59.49;4922.48;4922.48;"5";100;;6619.75;59.49;4922.48
31.03.2020;35515856;;"45815";"Пенсионеры";"810";"Рубли";10.04.2015;20.04.2018;20.04.2018;1563;1563;21.12.2015;21.12.2015;92000;92000;;;79161.39;79161.39;29.9;711.37;711.37;103824.28;103824.28;"5";100;;79161.39;711.37;103824.28
31.03.2020;35516609;;"45815";"Пенсионеры";"810";"Рубли";10.04.2015;20.04.2018;20.04.2018;800;800;22.01.2018;22.01.2018;100000;100000;;;15357.19;15357.19;29.9;138.01;138.01;10613.52;10613.52;"5";100;;15357.19;138.01;10613.52
31.03.2020;35560883;;"45815";"Пенсионеры";"810";"Рубли";14.04.2015;20.02.2017;20.02.2017;1587;1563;27.11.2015;21.12.2015;53000;53000;;;39963.61;39963.61;29.9;359.13;359.13;52409.33;52409.33;"5";100;;39963.61;359.13;52409.33
31.03.2020;35686236;;"45815";"Пенсионеры";"810";"Рубли";21.04.2015;20.04.2018;20.04.2018;1045;1045;22.05.2017;22.05.2017;71000;71000;;;29249.99;29249.99;29.9;262.85;262.85;26035.15;26035.15;"5";100;;29249.99;262.85;26035.15
31.03.2020;35702970;;"45815";"Пенсионеры";"810";"Рубли";22.04.2015;20.04.2018;20.04.2018;1045;1045;22.05.2017;22.05.2017;100000;100000;;;41044.82;41044.82;29.9;368.85;368.85;36530.07;36530.07;"5";100;;41044.82;368.85;36530.07
31.03.2020;35911236;;"45815";"Пенсионеры";"810";"Рубли";06.05.2015;21.05.2018;21.05.2018;800;800;22.01.2018;22.01.2018;109000;109000;;;21592.11;21592.11;29.9;194.04;194.04;14971.04;14971.04;"5";100;;21592.11;194.04;14971.04
31.03.2020;35937547;;"45815";"Пенсионеры";"810";"Рубли";07.05.2015;22.05.2017;22.05.2017;1442;961;20.04.2016;14.08.2017;100000;100000;;;64725.37;64725.37;29.9;581.65;581.65;56755.76;56755.76;"5";100;;64725.37;581.65;56755.76
31.03.2020;35955587;;"45815";"Пенсионеры";"810";"Рубли";08.05.2015;21.11.2016;21.11.2016;1498;1498;24.02.2016;24.02.2016;40000;40000;;;24258.89;24258.89;29.9;218;218;30608.04;30608.04;"5";100;;24258.89;218;30608.04
31.03.2020;36106168;;"45815";"Пенсионеры";"810";"Рубли";19.05.2015;21.05.2018;21.05.2018;863;863;20.11.2017;20.11.2017;77000;77000;;;19047.6;19047.6;29.9;171.17;171.17;14123.5;14123.5;"5";100;;19047.6;171.17;14123.5
31.03.2020;36224837;;"45815";"Пенсионеры";"810";"Рубли";27.05.2015;21.05.2018;21.05.2018;1136;1136;20.02.2017;20.02.2017;85000;85000;;;44617.97;44617.97;29.9;;;17494.42;17494.42;"5";100;;44617.97;;17494.42
31.03.2020;36308950;;"45815";"Пенсионеры";"810";"Рубли";02.06.2015;20.06.2017;20.06.2017;1318;1318;22.08.2016;22.08.2016;100000;100000;;;53439.93;53439.93;29.9;480.23;480.23;59501.73;59501.73;"5";100;;53439.93;480.23;59501.73
31.03.2020;36309427;;"45815";"Пенсионеры";"810";"Рубли";02.06.2015;20.06.2018;20.06.2018;1625;1625;20.10.2015;20.10.2015;86000;86000;;;81307.55;81307.55;29.9;730.66;730.66;110697.32;110697.32;"5";100;;81307.55;730.66;110697.32
31.03.2020;36363369;;"45815";"Пенсионеры";"810";"Рубли";04.06.2015;20.06.2018;20.06.2018;800;771;22.01.2018;20.02.2018;100000;100000;;;20176.57;20176.57;29.9;181.31;181.31;13509.25;13509.25;"5";100;;20176.57;181.31;13509.25
31.03.2020;36425552;;"45815";"Пенсионеры";"810";"Рубли";09.06.2015;20.06.2018;20.06.2018;681;621;21.05.2018;20.07.2018;75000;75000;;;5493.91;5493.91;29.9;49.37;49.37;2996.39;2996.39;"5";100;;5493.91;49.37;2996.39
31.03.2020;36426181;;"45815";"Пенсионеры";"810";"Рубли";09.06.2015;20.06.2018;20.06.2018;954;954;21.08.2017;21.08.2017;90000;90000;;;35748.89;35748.89;29.9;321.25;321.25;29189.21;29189.21;"5";100;;35748.89;321.25;29189.21
31.03.2020;36499180;;"45815";"Пенсионеры";"810";"Рубли";16.06.2015;20.06.2018;20.06.2018;1259;1259;20.10.2016;20.10.2016;100000;100000;;;67245.81;67245.81;29.9;604.3;604.3;71434.54;71434.54;"5";100;;67245.81;604.3;71434.54
31.03.2020;36587349;;"45815";"Пенсионеры";"810";"Рубли";22.06.2015;20.06.2018;20.06.2018;1045;1045;22.05.2017;22.05.2017;112000;112000;;;53100.96;53100.96;29.9;477.19;477.19;47254.51;47254.51;"5";100;;53100.96;477.19;47254.51
31.03.2020;36599913;;"45815";"Пенсионеры";"810";"Рубли";23.06.2015;20.02.2017;20.02.2017;1318;1318;22.08.2016;22.08.2016;89000;89000;;;34543.84;34543.84;29.9;310.42;310.42;38482.12;38482.12;"5";100;;34543.84;310.42;38482.12
31.03.2020;36611785;;"45815";"Пенсионеры";"810";"Рубли";23.06.2015;21.11.2016;21.11.2016;1442;1442;20.04.2016;20.04.2016;50000;50000;;;25200.08;25200.08;29.9;226.46;226.46;30577.53;30577.53;"5";100;;25200.08;226.46;30577.53
31.03.2020;36657127;;"45815";"Пенсионеры";"810";"Рубли";24.06.2015;20.06.2018;20.06.2018;1472;1472;21.03.2016;21.03.2016;92000;92000;;;76057.48;76057.48;29.9;683.48;683.48;94028.03;94028.03;"5";100;;76057.48;683.48;94028.03
31.03.2020;36674119;;"45815";"Пенсионеры";"810";"Рубли";25.06.2015;20.06.2018;20.06.2018;712;712;20.04.2018;20.04.2018;81000;81000;;;7084.75;7084.75;29.9;63.66;63.66;4388.07;4388.07;"5";100;;7084.75;63.66;4388.07
31.03.2020;37342438;;"45815";"Пенсионеры";"810";"Рубли";13.07.2015;20.03.2017;20.03.2017;1538;1538;15.01.2016;15.01.2016;100000;100000;;;82784.98;82784.98;29.9;743.94;743.94;108634.42;108634.42;"5";100;;82784.98;743.94;108634.42
31.03.2020;37447366;;"45815";"Пенсионеры";"810";"Рубли";21.07.2015;20.07.2018;20.07.2018;1498;1498;24.02.2016;24.02.2016;92000;92000;;;80158.38;80158.38;29.9;720.33;720.33;101125.84;101125.84;"5";100;;80158.38;720.33;101125.84
31.03.2020;37618516;;"45815";"Пенсионеры";"810";"Рубли";03.08.2015;20.08.2018;20.08.2018;681;651;21.05.2018;20.06.2018;62000;62000;;;8449.09;8449.09;29.9;75.92;75.92;4868.13;4868.13;"5";100;;8449.09;75.92;4868.13
31.03.2020;37723454;;"45815";"Пенсионеры";"810";"Рубли";06.08.2015;20.08.2018;20.08.2018;1191;1167;27.12.2016;20.01.2017;90000;90000;;;60382.17;60382.17;29.9;542.61;542.61;59649.47;59649.47;"5";100;;60382.17;542.61;59649.47
31.03.2020;37733571;;"45815";"Пенсионеры";"810";"Рубли";07.08.2015;21.08.2017;21.08.2017;1259;1259;20.10.2016;20.10.2016;100000;100000;;;52970.24;52970.24;29.9;476.01;476.01;56253.16;56253.16;"5";100;;52970.24;476.01;56253.16
31.03.2020;37761368;;"45815";"Пенсионеры";"810";"Рубли";10.08.2015;20.08.2018;20.08.2018;590;436;20.08.2018;21.01.2019;100000;100000;;;2782.3;2782.3;29.9;25.01;25.01;1050.33;1050.33;"5";100;;2782.3;25.01;1050.33
31.03.2020;37762828;;"45815";"Пенсионеры";"810";"Рубли";10.08.2015;20.08.2018;20.08.2018;1227;1227;21.11.2016;21.11.2016;82000;82000;;;57685.34;57685.34;29.9;518.38;518.38;59868.93;59868.93;"5";100;;57685.34;518.38;59868.93
31.03.2020;37794458;;"45815";"Пенсионеры";"810";"Рубли";12.08.2015;21.08.2017;21.08.2017;1136;1136;20.02.2017;20.02.2017;24000;24000;;;8343.92;8343.92;29.9;74.98;74.98;8040.55;8040.55;"5";100;;8343.92;74.98;8040.55
31.03.2020;37861208;;"45815";"Пенсионеры";"810";"Рубли";17.08.2015;20.08.2018;20.08.2018;1097;1097;31.03.2017;31.03.2017;50000;50000;;;29664.58;29664.58;29.9;266.58;266.58;27807.49;27807.49;"5";100;;29664.58;266.58;27807.49
31.03.2020;37913207;;"45815";"Пенсионеры";"810";"Рубли";19.08.2015;21.08.2017;21.08.2017;1122;1122;06.03.2017;06.03.2017;100000;100000;;;33477.45;33477.45;26.9;270.66;270.66;29024.74;29024.74;"5";100;;33477.45;270.66;29024.74
31.03.2020;37963720;;"45815";"Пенсионеры";"810";"Рубли";21.08.2015;22.05.2017;22.05.2017;1283;1381;26.09.2016;20.06.2016;100000;100000;;;16194.65;16194.65;26.9;130.93;130.93;56514.2;56514.2;"5";100;;16194.65;130.93;56514.2
31.03.2020;38027921;;"45815";"Пенсионеры";"810";"Рубли";26.08.2015;21.08.2017;21.08.2017;1227;1227;21.11.2016;21.11.2016;100000;100000;;;46153.42;46153.42;26.9;373.14;373.14;43118.16;43118.16;"5";100;;46153.42;373.14;43118.16
31.03.2020;38085608;;"45815";"Пенсионеры";"810";"Рубли";31.08.2015;20.08.2018;20.08.2018;1227;559;21.11.2016;20.09.2018;98000;98000;;;65802.05;65802.05;26.9;531.99;531.99;45911.31;45911.31;"5";100;;65802.05;531.99;45911.31
31.03.2020;38129471;;"45815";"Пенсионеры";"810";"Рубли";02.09.2015;20.09.2018;20.09.2018;1045;1045;22.05.2017;22.05.2017;100000;100000;;;57244.37;57244.37;26.9;462.8;462.8;45788.88;45788.88;"5";100;;57244.37;462.8;45788.88
31.03.2020;38149845;;"45815";"Пенсионеры";"810";"Рубли";03.09.2015;20.09.2018;20.09.2018;712;12;20.04.2018;20.03.2020;75000;75000;;;16476.52;16476.52;26.9;133.21;133.21;423.31;423.31;"5";100;;16476.52;133.21;423.31
31.03.2020;38150178;;"45815";"Пенсионеры";"810";"Рубли";03.09.2015;20.09.2018;20.09.2018;590;590;20.08.2018;20.08.2018;100000;100000;;;12156.19;12156.19;26.9;98.28;98.28;5926.44;5926.44;"5";100;;12156.19;98.28;5926.44
31.03.2020;38202807;;"45815";"Пенсионеры";"810";"Рубли";07.09.2015;20.09.2018;20.09.2018;894;894;20.10.2017;20.10.2017;86000;86000;;;36275.07;36275.07;26.9;293.27;293.27;24986.06;24986.06;"5";100;;36275.07;293.27;24986.06
31.03.2020;38205960;;"45815";"Пенсионеры";"810";"Рубли";07.09.2015;20.04.2016;20.04.2016;1498;1498;24.02.2016;24.02.2016;38000;38000;;;16858.5;16858.5;26.9;136.3;136.3;19177.49;19177.49;"5";100;;16858.5;136.3;19177.49
31.03.2020;38252559;;"45815";"Пенсионеры";"810";"Рубли";09.09.2015;20.09.2018;20.09.2018;1259;1259;20.10.2016;20.10.2016;80000;80000;;;59547.15;59547.15;26.9;481.42;481.42;56907.4;56907.4;"5";100;;59547.15;481.42;56907.4
31.03.2020;38278926;;"45815";"Пенсионеры";"810";"Рубли";10.09.2015;21.11.2016;21.11.2016;1472;1472;21.03.2016;21.03.2016;99000;99000;;;66429.98;66429.98;26.9;537.07;537.07;73808.51;73808.51;"5";100;;66429.98;537.07;73808.51
31.03.2020;38279337;;"45815";"Пенсионеры";"810";"Рубли";10.09.2015;20.07.2017;20.07.2017;1533;1533;20.01.2016;20.01.2016;81000;81000;;;71557.13;71557.13;26.9;578.52;578.52;82766.1;82766.1;"5";100;;71557.13;578.52;82766.1
31.03.2020;39598194;;"45815";"Пенсионеры";"810";"Рубли";18.09.2015;20.09.2018;20.09.2018;559;559;20.09.2018;20.09.2018;100000;100000;;;2382.96;2382.96;26.9;19.25;19.25;1094.56;1094.56;"5";100;;2382.96;19.25;1094.56
31.03.2020;39629655;;"45815";"Пенсионеры";"810";"Рубли";21.09.2015;20.09.2018;20.09.2018;1472;1472;21.03.2016;21.03.2016;100000;100000;;;88505.14;88505.14;26.9;715.54;715.54;98617.49;98617.49;"5";100;;88505.14;715.54;98617.49
31.03.2020;39635366;;"45815";"Пенсионеры";"810";"Рубли";22.09.2015;20.09.2018;20.09.2018;650;650;21.06.2018;21.06.2018;100000;100000;;;13098.37;13098.37;26.9;105.9;105.9;6689.68;6689.68;"5";100;;13098.37;105.9;6689.68
31.03.2020;39931701;;"45815";"Пенсионеры";"810";"Рубли";05.10.2015;22.10.2018;22.10.2018;978;978;28.07.2017;28.07.2017;30000;30000;;;16261.99;16261.99;26.9;131.48;131.48;12304.85;12304.85;"5";100;;16261.99;131.48;12304.85
31.03.2020;39968595;;"45815";"Пенсионеры";"810";"Рубли";07.10.2015;21.11.2016;21.11.2016;1288;1288;21.09.2016;21.09.2016;52000;52000;;;13335.33;13335.33;26.9;107.81;107.81;13044.13;13044.13;"5";100;;13335.33;107.81;13044.13
31.03.2020;40158610;;"45815";"Пенсионеры";"810";"Рубли";15.10.2015;22.10.2018;22.10.2018;1041;1041;26.05.2017;26.05.2017;100000;100000;;;58617.79;58617.79;26.9;473.91;473.91;46937.92;46937.92;"5";100;;58617.79;473.91;46937.92
31.03.2020;40369554;;"45815";"Пенсионеры";"810";"Рубли";23.10.2015;20.10.2017;20.10.2017;950;950;25.08.2017;25.08.2017;99000;99000;;;13654.38;13654.38;26.9;110.39;110.39;10050.54;10050.54;"5";100;;13654.38;110.39;10050.54
31.03.2020;40390560;;"45815";"Пенсионеры";"810";"Рубли";26.10.2015;20.10.2017;20.10.2017;1204;1204;14.12.2016;14.12.2016;65000;65000;;;38151.57;38151.57;26.9;308.45;308.45;36469.55;36469.55;"5";100;;38151.57;308.45;36469.55
31.03.2020;40446087;;"45815";"Пенсионеры";"810";"Рубли";29.10.2015;20.10.2017;20.10.2017;1502;1502;20.02.2016;20.02.2016;55000;55000;;;48457.63;48457.63;26.9;391.76;391.76;55005.71;55005.71;"5";100;;48457.63;391.76;55005.71
31.03.2020;40512265;;"45815";"Пенсионеры";"810";"Рубли";02.11.2015;20.11.2018;20.11.2018;678;678;24.05.2018;24.05.2018;100000;100000;;;26574.2;26574.2;26.9;214.84;214.84;14197.24;14197.24;"5";100;;26574.2;214.84;14197.24
31.03.2020;40558405;;"45815";"Пенсионеры";"810";"Рубли";05.11.2015;20.11.2018;20.11.2018;960;960;15.08.2017;15.08.2017;100000;100000;;;81579.23;81579.23;26.9;659.54;659.54;79823.79;79823.79;"5";100;;81579.23;659.54;79823.79
31.03.2020;40582105;;"45815";"Пенсионеры";"810";"Рубли";06.11.2015;20.11.2018;20.11.2018;771;771;20.02.2018;20.02.2018;100000;100000;;;36034.56;36034.56;26.9;291.33;291.33;21596.23;21596.23;"5";100;;36034.56;291.33;21596.23
31.03.2020;41016115;;"45815";"Пенсионеры";"810";"Рубли";18.11.2015;20.11.2018;20.11.2018;800;800;22.01.2018;22.01.2018;50000;50000;;;18850.15;18850.15;26.9;152.4;152.4;11714.71;11714.71;"5";100;;18850.15;152.4;11714.71
31.03.2020;41297515;;"45815";"Пенсионеры";"810";"Рубли";08.12.2015;20.12.2018;20.12.2018;1077;1077;20.04.2017;20.04.2017;73000;73000;;;49087.5;49087.5;26.9;396.86;396.86;40379.51;40379.51;"5";100;;49087.5;396.86;40379.51
31.03.2020;42374199;;"45815";"Пенсионеры";"810";"Рубли";15.01.2016;21.01.2019;21.01.2019;527;527;22.10.2018;22.10.2018;91000;91000;;;12820.81;12820.81;26.9;103.65;103.65;5384.39;5384.39;"5";100;;12820.81;103.65;5384.39
31.03.2020;42435613;;"45815";"Пенсионеры";"810";"Рубли";20.01.2016;21.01.2019;21.01.2019;679;679;23.05.2018;23.05.2018;100000;100000;;;30987.4;30987.4;26.9;250.52;250.52;16466.74;16466.74;"5";100;;30987.4;250.52;16466.74
31.03.2020;42473050;;"45815";"Пенсионеры";"810";"Рубли";22.01.2016;21.01.2019;21.01.2019;986;863;20.07.2017;20.11.2017;90000;90000;;;54474.42;54474.42;26.9;440.41;440.41;35474.32;35474.32;"5";100;;54474.42;440.41;35474.32
31.03.2020;42517158;;"45815";"Пенсионеры";"810";"Рубли";26.01.2016;21.01.2019;21.01.2019;651;12;20.06.2018;20.03.2020;99000;99000;;;25084.33;25084.33;26.9;202.8;202.8;562.52;562.52;"5";100;;25084.33;202.8;562.52
31.03.2020;42743753;;"45815";"Пенсионеры";"810";"Рубли";03.02.2016;20.02.2018;20.02.2018;1045;1045;22.05.2017;22.05.2017;100000;100000;;;48245.41;48245.41;26.9;390.05;390.05;38697.06;38697.06;"5";100;;48245.41;390.05;38697.06
31.03.2020;42797016;;"45815";"Пенсионеры";"810";"Рубли";04.02.2016;20.02.2019;20.02.2019;950;103;25.08.2017;20.12.2019;91000;91000;;;2580.49;2580.49;26.9;20.86;20.86;409.68;409.68;"5";100;;2580.49;20.86;409.68
31.03.2020;42847344;;"45815";"Пенсионеры";"810";"Рубли";08.02.2016;20.02.2019;20.02.2019;436;436;21.01.2019;21.01.2019;99000;99000;;;7807.99;7807.99;26.9;63.13;63.13;2743.23;2743.23;"5";100;;7807.99;63.13;2743.23
31.03.2020;42847638;;"45815";"Пенсионеры";"810";"Рубли";08.02.2016;20.02.2019;20.02.2019;590;590;20.08.2018;20.08.2018;100000;100000;;;25539.34;25539.34;26.9;206.47;206.47;11730.1;11730.1;"5";100;;25539.34;206.47;11730.1
31.03.2020;42859151;;"45815";"Пенсионеры";"810";"Рубли";09.02.2016;20.02.2018;20.02.2018;1259;1259;20.10.2016;20.10.2016;50000;50000;;;37735.5;37735.5;26.9;305.08;305.08;36066.83;36066.83;"5";100;;37735.5;305.08;36066.83
31.03.2020;42962331;;"45815";"Пенсионеры";"810";"Рубли";16.02.2016;20.02.2019;20.02.2019;891;891;23.10.2017;23.10.2017;71000;71000;;;39524.57;39524.57;26.9;319.55;319.55;27158.8;27158.8;"5";100;;39524.57;319.55;27158.8
31.03.2020;42963148;;"45815";"Пенсионеры";"810";"Рубли";16.02.2016;21.08.2017;21.08.2017;1077;1077;20.04.2017;20.04.2017;108000;108000;;;33280.04;33280.04;26.9;269.06;269.06;27414.54;27414.54;"5";100;;33280.04;269.06;27414.54
31.03.2020;42994339;;"45815";"Пенсионеры";"810";"Рубли";18.02.2016;20.02.2019;20.02.2019;1027;1027;09.06.2017;09.06.2017;99000;99000;;;67883.59;67883.59;26.9;548.82;548.82;54292.16;54292.16;"5";100;;67883.59;548.82;54292.16
31.03.2020;42995704;;"45815";"Пенсионеры";"810";"Рубли";18.02.2016;20.02.2019;20.02.2019;518;518;31.10.2018;31.10.2018;100000;100000;;;17278.26;17278.26;26.9;139.69;139.69;7248.52;7248.52;"5";100;;17278.26;139.69;7248.52
31.03.2020;42996682;;"45815";"Пенсионеры";"810";"Рубли";18.02.2016;20.02.2019;20.02.2019;800;800;22.01.2018;22.01.2018;99000;99000;;;46334.53;46334.53;26.9;374.6;374.6;28736.44;28736.44;"5";100;;46334.53;374.6;28736.44
31.03.2020;43074778;;"45815";"Пенсионеры";"810";"Рубли";24.02.2016;20.02.2018;20.02.2018;1016;1016;20.06.2017;20.06.2017;73000;73000;;;30526.74;30526.74;26.9;246.8;246.8;23708.02;23708.02;"5";100;;30526.74;246.8;23708.02
31.03.2020;43120600;;"45815";"Пенсионеры";"810";"Рубли";26.02.2016;20.02.2019;20.02.2019;1379;1379;22.06.2016;22.06.2016;100000;100000;;;92306.56;92306.56;26.9;746.27;746.27;96560.66;96560.66;"5";100;;92306.56;746.27;96560.66
31.03.2020;43124595;;"45815";"Пенсионеры";"810";"Рубли";26.02.2016;20.02.2019;20.02.2019;590;590;20.08.2018;20.08.2018;32000;32000;;;7524.13;7524.13;26.9;60.83;60.83;3502.89;3502.89;"5";100;;7524.13;60.83;3502.89
31.03.2020;43178192;;"45815";"Пенсионеры";"810";"Рубли";01.03.2016;20.03.2018;20.03.2018;1288;1288;21.09.2016;21.09.2016;100000;100000;;;83383.08;83383.08;26.9;674.13;674.13;81599.59;81599.59;"5";100;;83383.08;674.13;81599.59
31.03.2020;43302605;;"45815";"Пенсионеры";"810";"Рубли";10.03.2016;20.03.2018;20.03.2018;1013;1013;23.06.2017;23.06.2017;100000;100000;;;60198.33;60198.33;26.9;486.69;486.69;50811.9;50811.9;"5";100;;60198.33;486.69;50811.9
31.03.2020;43533261;;"45815";"Пенсионеры";"810";"Рубли";22.03.2016;20.03.2019;20.03.2019;1442;1442;20.04.2016;20.04.2016;32000;32000;;;32000;32000;26.9;258.71;258.71;34383.27;34383.27;"5";100;;32000;258.71;34383.27
31.03.2020;43576107;;"45815";"Пенсионеры";"810";"Рубли";24.03.2016;20.03.2019;20.03.2019;681;681;21.05.2018;21.05.2018;82000;82000;;;30363.1;30363.1;26.9;245.48;245.48;16129.4;16129.4;"5";100;;30363.1;245.48;16129.4
31.03.2020;43671539;;"45815";"Пенсионеры";"810";"Рубли";30.03.2016;20.03.2019;20.03.2019;662;662;09.06.2018;09.06.2018;93000;93000;;;33742.47;33742.47;26.9;272.8;272.8;17925.22;17925.22;"5";100;;33742.47;272.8;17925.22
31.03.2020;43771195;;"45815";"Пенсионеры";"810";"Рубли";05.04.2016;22.04.2019;22.04.2019;681;681;21.05.2018;21.05.2018;100000;100000;;;42409.45;42409.45;26.9;342.86;342.86;22523.54;22523.54;"5";100;;42409.45;342.86;22523.54
31.03.2020;43812521;;"45815";"Пенсионеры";"810";"Рубли";07.04.2016;22.04.2019;22.04.2019;681;681;21.05.2018;21.05.2018;99000;99000;;;41746.04;41746.04;26.9;337.51;337.51;22176.67;22176.67;"5";100;;41746.04;337.51;22176.67
31.03.2020;43959963;;"45815";"Пенсионеры";"810";"Рубли";15.04.2016;22.04.2019;22.04.2019;995;995;11.07.2017;11.07.2017;78000;78000;;;55684.36;55684.36;26.9;450.19;450.19;43302.08;43302.08;"5";100;;55684.36;450.19;43302.08
31.03.2020;44011786;;"45815";"Пенсионеры";"810";"Рубли";19.04.2016;20.04.2018;20.04.2018;825;825;28.12.2017;28.12.2017;85000;85000;;;20440.39;20440.39;26.9;165.26;165.26;13197.18;13197.18;"5";100;;20440.39;165.26;13197.18
31.03.2020;44037650;;"45815";"Пенсионеры";"810";"Рубли";20.04.2016;22.04.2019;22.04.2019;1108;1108;20.03.2017;20.03.2017;99000;99000;;;77347.96;77347.96;26.9;;;25497.17;25497.17;"5";100;;77347.96;;25497.17
31.03.2020;44039509;;"45815";"Пенсионеры";"810";"Рубли";20.04.2016;22.04.2019;22.04.2019;986;742;20.07.2017;21.03.2018;66000;66000;;;44686.4;44686.4;26.9;361.27;361.27;25710.27;25710.27;"5";100;;44686.4;361.27;25710.27
31.03.2020;44055211;;"45815";"Пенсионеры";"810";"Рубли";21.04.2016;22.04.2019;22.04.2019;1016;1016;20.06.2017;20.06.2017;99000;99000;;;70093.94;70093.94;26.9;566.69;566.69;54509.51;54509.51;"5";100;;70093.94;566.69;54509.51
31.03.2020;44127901;;"45815";"Пенсионеры";"810";"Рубли";25.04.2016;22.04.2019;22.04.2019;527;527;22.10.2018;22.10.2018;100000;100000;;;23546.13;23546.13;26.9;190.37;190.37;9864.86;9864.86;"5";100;;23546.13;190.37;9864.86
31.03.2020;44149279;;"45815";"Пенсионеры";"810";"Рубли";26.04.2016;22.04.2019;22.04.2019;833;833;20.12.2017;20.12.2017;56000;56000;;;30626.32;30626.32;26.9;247.61;247.61;19664.35;19664.35;"5";100;;30626.32;247.61;19664.35
